ID ligne,ID commande,Date de commande,Date d'expédition,Mode d'expédition,ID client,Nom du client,Segment,Pays/région,Ville,État/Province,Région de vente,ID produit,Catégorie,Sous-catégorie,Nom du produit,Montant des ventes,Quantité,Remise,Profit
71,US-2017-106075,9/18/2017,9/23/2017,Tarif normal,HM-14980,Henry MacAllister,Grand public,États-Unis,New York City,New York,USCA - Est,OFF-BI-10004654,Fournitures de bureau,Classeurs,Avery Binding System Hidden Tab Executive Style Index Sets,4.62,1,0.2,1.73
80,US-2017-127208,6/12/2017,6/15/2017,Prioritaire,SC-20770,Stewart Carmichael,Entreprise,États-Unis,Decatur,Alabama,USCA - Sud,OFF-AP-10002118,Fournitures de bureau,Électroménager,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0,56.2
81,US-2017-127208,6/12/2017,6/15/2017,Prioritaire,SC-20770,Stewart Carmichael,Entreprise,États-Unis,Decatur,Alabama,USCA - Sud,OFF-BI-10002309,Fournitures de bureau,Classeurs,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0,8.04
89,US-2017-159695,4/5/2017,4/10/2017,J+2,GM-14455,Gary Mitchum,Bureau à domicile,États-Unis,Houston,Texas,USCA - Centre,OFF-ST-10003442,Fournitures de bureau,Stockage,Eldon Portable Mobile Manager,158.37,7,0.2,13.86
90,US-2017-109806,9/17/2017,9/22/2017,Tarif normal,JS-15685,Jim Sink,Entreprise,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-AR-10004930,Fournitures de bureau,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0,6.63
91,US-2017-109806,9/17/2017,9/22/2017,Tarif normal,JS-15685,Jim Sink,Entreprise,États-Unis,Los Angeles,Californie,USCA - Ouest,TEC-PH-10004093,Produits technologiques,Téléphones,Panasonic Kx-TS550,73.58,2,0.2,8.28
92,US-2017-109806,9/17/2017,9/22/2017,Tarif normal,JS-15685,Jim Sink,Entreprise,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-PA-10000304,Fournitures de bureau,Papier,Xerox 1995,6.48,1,0,3.11
99,US-2017-149223,9/6/2017,9/11/2017,Tarif normal,ER-13855,Elpida Rittenbach,Entreprise,États-Unis,Saint Paul,Minnesota,USCA - Centre,OFF-AP-10000358,Fournitures de bureau,Électroménager,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0,22.59
100,US-2017-158568,8/29/2017,9/2/2017,Tarif normal,RB-19465,Rick Bensley,Bureau à domicile,États-Unis,Chicago,Illinois,USCA - Centre,OFF-PA-10003256,Fournitures de bureau,Papier,Avery Personal Creations Heavyweight Cards,64.62,7,0.2,22.62
101,US-2017-158568,8/29/2017,9/2/2017,Tarif normal,RB-19465,Rick Bensley,Bureau à domicile,États-Unis,Chicago,Illinois,USCA - Centre,TEC-AC-10001767,Produits technologiques,Accessoires,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.98,3,0.2,-10.8
102,US-2017-158568,8/29/2017,9/2/2017,Tarif normal,RB-19465,Rick Bensley,Bureau à domicile,États-Unis,Chicago,Illinois,USCA - Centre,OFF-BI-10002609,Fournitures de bureau,Classeurs,Avery Hidden Tab Dividers for Binding Systems,1.79,3,0.8,-3.04
103,US-2017-129903,12/1/2017,12/4/2017,J+2,GZ-14470,Gary Zandusky,Grand public,États-Unis,Rochester,Minnesota,USCA - Centre,OFF-PA-10004040,Fournitures de bureau,Papier,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0,11.72
112,US-2017-128867,11/3/2017,11/10/2017,Tarif normal,CL-12565,Clay Ludtke,Grand public,États-Unis,Urbandale,Iowa,USCA - Centre,OFF-AR-10000380,Fournitures de bureau,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.79
113,US-2017-128867,11/3/2017,11/10/2017,Tarif normal,CL-12565,Clay Ludtke,Grand public,États-Unis,Urbandale,Iowa,USCA - Centre,OFF-BI-10003981,Fournitures de bureau,Classeurs,"Avery Durable Plastic 1"" Binders",27.24,6,0,13.35
120,US-2017-103730,6/12/2017,6/15/2017,Prioritaire,SC-20725,Steven Cartwright,Grand public,États-Unis,Wilmington,Delaware,USCA - Est,FUR-FU-10002157,Mobilier,Meubles,Artistic Insta-Plaque,47.04,3,0,18.35
121,US-2017-103730,6/12/2017,6/15/2017,Prioritaire,SC-20725,Steven Cartwright,Grand public,États-Unis,Wilmington,Delaware,USCA - Est,OFF-BI-10003910,Fournitures de bureau,Classeurs,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0,13.88
122,US-2017-103730,6/12/2017,6/15/2017,Prioritaire,SC-20725,Steven Cartwright,Grand public,États-Unis,Wilmington,Delaware,USCA - Est,OFF-ST-10000777,Fournitures de bureau,Stockage,"Companion Letter/Legal File, Black",226.56,6,0,63.44
123,US-2017-103730,6/12/2017,6/15/2017,Prioritaire,SC-20725,Steven Cartwright,Grand public,États-Unis,Wilmington,Delaware,USCA - Est,OFF-EN-10002500,Fournitures de bureau,Enveloppes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.76
124,US-2017-103730,6/12/2017,6/15/2017,Prioritaire,SC-20725,Steven Cartwright,Grand public,États-Unis,Wilmington,Delaware,USCA - Est,TEC-PH-10003875,Produits technologiques,Téléphones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0,19.73
129,US-2017-125969,11/6/2017,11/10/2017,J+2,LS-16975,Lindsay Shagiari,Bureau à domicile,États-Unis,Los Angeles,Californie,USCA - Ouest,FUR-CH-10001146,Mobilier,Chaises,"Global Task Chair, Black",81.42,2,0.2,-9.16
130,US-2017-125969,11/6/2017,11/10/2017,J+2,LS-16975,Lindsay Shagiari,Bureau à domicile,États-Unis,Los Angeles,Californie,USCA - Ouest,FUR-FU-10003773,Mobilier,Meubles,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,26.24
134,US-2017-145583,10/13/2017,10/19/2017,Tarif normal,LC-16885,Lena Creighton,Grand public,États-Unis,Roseville,Californie,USCA - Ouest,OFF-PA-10001804,Fournitures de bureau,Papier,Xerox 195,20.04,3,0,9.62
135,US-2017-145583,10/13/2017,10/19/2017,Tarif normal,LC-16885,Lena Creighton,Grand public,États-Unis,Roseville,Californie,USCA - Ouest,OFF-PA-10001736,Fournitures de bureau,Papier,Xerox 1880,35.44,1,0,16.66
136,US-2017-145583,10/13/2017,10/19/2017,Tarif normal,LC-16885,Lena Creighton,Grand public,États-Unis,Roseville,Californie,USCA - Ouest,OFF-AR-10001149,Fournitures de bureau,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.46
137,US-2017-145583,10/13/2017,10/19/2017,Tarif normal,LC-16885,Lena Creighton,Grand public,États-Unis,Roseville,Californie,USCA - Ouest,OFF-FA-10002988,Fournitures de bureau,Éléments de fixation,Ideal Clamps,4.02,2,0,1.97
138,US-2017-145583,10/13/2017,10/19/2017,Tarif normal,LC-16885,Lena Creighton,Grand public,États-Unis,Roseville,Californie,USCA - Ouest,OFF-BI-10004781,Fournitures de bureau,Classeurs,GBC Wire Binding Strips,76.18,3,0.2,26.66
139,US-2017-145583,10/13/2017,10/19/2017,Tarif normal,LC-16885,Lena Creighton,Grand public,États-Unis,Roseville,Californie,USCA - Ouest,OFF-SU-10001218,Fournitures de bureau,Fournitures,Fiskars Softgrip Scissors,65.88,6,0,18.45
140,US-2017-145583,10/13/2017,10/19/2017,Tarif normal,LC-16885,Lena Creighton,Grand public,États-Unis,Roseville,Californie,USCA - Ouest,FUR-FU-10001706,Mobilier,Meubles,Longer-Life Soft White Bulbs,43.12,14,0,20.7
141,US-2017-110366,9/5/2017,9/7/2017,J+2,JD-15895,Jonathan Doherty,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,FUR-FU-10004848,Mobilier,Meubles,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
148,US-2017-114489,12/5/2017,12/9/2017,Tarif normal,JE-16165,Justin Ellison,Entreprise,États-Unis,Franklin,Wisconsin,USCA - Centre,TEC-PH-10000215,Produits technologiques,Téléphones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,0,103.8
149,US-2017-114489,12/5/2017,12/9/2017,Tarif normal,JE-16165,Justin Ellison,Entreprise,États-Unis,Franklin,Wisconsin,USCA - Centre,TEC-PH-10001448,Produits technologiques,Téléphones,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,6
150,US-2017-114489,12/5/2017,12/9/2017,Tarif normal,JE-16165,Justin Ellison,Entreprise,États-Unis,Franklin,Wisconsin,USCA - Centre,FUR-CH-10000454,Mobilier,Chaises,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0,585.55
151,US-2017-114489,12/5/2017,12/9/2017,Tarif normal,JE-16165,Justin Ellison,Entreprise,États-Unis,Franklin,Wisconsin,USCA - Centre,OFF-BI-10002735,Fournitures de bureau,Classeurs,GBC Prestige Therm-A-Bind Covers,171.55,5,0,80.63
152,US-2017-158834,3/13/2017,3/16/2017,Prioritaire,TW-21025,Tamara Willingham,Bureau à domicile,États-Unis,Scottsdale,Arizona,USCA - Ouest,OFF-AP-10000326,Fournitures de bureau,Électroménager,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.77
153,US-2017-158834,3/13/2017,3/16/2017,Prioritaire,TW-21025,Tamara Willingham,Bureau à domicile,États-Unis,Scottsdale,Arizona,USCA - Ouest,TEC-PH-10001254,Produits technologiques,Téléphones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.18,2,0.2,15.24
159,US-2017-114104,11/20/2017,11/24/2017,Tarif normal,NP-18670,Nora Paige,Grand public,États-Unis,Edmond,Oklahoma,USCA - Centre,OFF-LA-10002475,Fournitures de bureau,Étiquettes,Avery 519,14.62,2,0,6.87
160,US-2017-114104,11/20/2017,11/24/2017,Tarif normal,NP-18670,Nora Paige,Grand public,États-Unis,Edmond,Oklahoma,USCA - Centre,TEC-PH-10004536,Produits technologiques,Téléphones,Avaya 5420 Digital phone,944.93,7,0,236.23
161,US-2017-162733,5/11/2017,5/12/2017,Prioritaire,TT-21070,Ted Trevino,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-PA-10002751,Fournitures de bureau,Papier,Xerox 1920,5.98,1,0,2.69
163,US-2017-154508,11/16/2017,11/20/2017,Tarif normal,RD-19900,Ruben Dartt,Grand public,États-Unis,Carlsbad,Nouveau-Mexique,USCA - Ouest,OFF-EN-10001990,Fournitures de bureau,Enveloppes,Staple envelope,28.4,5,0,13.35
164,US-2017-113817,11/7/2017,11/11/2017,Tarif normal,MJ-17740,Max Jones,Grand public,États-Unis,Seattle,Washington,USCA - Ouest,OFF-BI-10004002,Fournitures de bureau,Classeurs,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.69
186,US-2017-105018,11/28/2017,12/2/2017,Tarif normal,SK-19990,Sally Knutson,Grand public,États-Unis,Fairfield,Connecticut,USCA - Est,OFF-BI-10001890,Fournitures de bureau,Classeurs,Avery Poly Binder Pockets,7.16,2,0,3.44
188,US-2017-157000,7/16/2017,7/22/2017,Tarif normal,AM-10360,Alice McCarthy,Entreprise,États-Unis,Grand Prairie,Texas,USCA - Centre,OFF-ST-10001328,Fournitures de bureau,Stockage,"Personal Filing Tote with Lid, Black/Gray",37.22,3,0.2,3.72
189,US-2017-157000,7/16/2017,7/22/2017,Tarif normal,AM-10360,Alice McCarthy,Entreprise,États-Unis,Grand Prairie,Texas,USCA - Centre,OFF-PA-10001950,Fournitures de bureau,Papier,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.02,3,0.2,6.26
218,US-2017-130162,10/28/2017,11/1/2017,Tarif normal,JH-15910,Jonathan Howell,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-ST-10001328,Fournitures de bureau,Stockage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0,26.06
219,US-2017-130162,10/28/2017,11/1/2017,Tarif normal,JH-15910,Jonathan Howell,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,TEC-PH-10002563,Produits technologiques,Téléphones,Adtran 1202752G1,302.38,3,0.2,22.68
238,US-2017-157749,6/4/2017,6/9/2017,J+2,KL-16645,Ken Lonsdale,Grand public,États-Unis,Chicago,Illinois,USCA - Centre,OFF-PA-10003349,Fournitures de bureau,Papier,Xerox 1957,25.92,5,0.2,9.4
239,US-2017-157749,6/4/2017,6/9/2017,J+2,KL-16645,Ken Lonsdale,Grand public,États-Unis,Chicago,Illinois,USCA - Centre,FUR-FU-10000576,Mobilier,Meubles,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.73
240,US-2017-157749,6/4/2017,6/9/2017,J+2,KL-16645,Ken Lonsdale,Grand public,États-Unis,Chicago,Illinois,USCA - Centre,FUR-FU-10004351,Mobilier,Meubles,Staple-based wall hangings,11.69,3,0.6,-4.68
241,US-2017-157749,6/4/2017,6/9/2017,J+2,KL-16645,Ken Lonsdale,Grand public,États-Unis,Chicago,Illinois,USCA - Centre,TEC-PH-10000011,Produits technologiques,Téléphones,PureGear Roll-On Screen Protector,31.98,2,0.2,11.19
242,US-2017-157749,6/4/2017,6/9/2017,J+2,KL-16645,Ken Lonsdale,Grand public,États-Unis,Chicago,Illinois,USCA - Centre,FUR-TA-10002607,Mobilier,Tables,KI Conference Tables,177.23,5,0.5,-120.51
243,US-2017-157749,6/4/2017,6/9/2017,J+2,KL-16645,Ken Lonsdale,Grand public,États-Unis,Chicago,Illinois,USCA - Centre,FUR-FU-10002505,Mobilier,Meubles,Eldon 100 Class Desk Accessories,4.04,3,0.6,-2.83
244,US-2017-157749,6/4/2017,6/9/2017,J+2,KL-16645,Ken Lonsdale,Grand public,États-Unis,Chicago,Illinois,USCA - Centre,OFF-AR-10004685,Fournitures de bureau,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.41,2,0.2,1.2
250,US-2017-154739,12/10/2017,12/15/2017,J+2,LH-17155,Logan Haushalter,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,FUR-CH-10002965,Mobilier,Chaises,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.57,2,0.2,28.14
251,US-2017-145625,9/11/2017,9/17/2017,Tarif normal,KC-16540,Kelly Collister,Grand public,États-Unis,San Diego,Californie,USCA - Ouest,OFF-PA-10004569,Fournitures de bureau,Papier,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0,3.58
252,US-2017-145625,9/11/2017,9/17/2017,Tarif normal,KC-16540,Kelly Collister,Grand public,États-Unis,San Diego,Californie,USCA - Ouest,TEC-AC-10003832,Produits technologiques,Accessoires,Logitech P710e Mobile Speakerphone,3347.37,13,0,636
253,US-2017-146941,12/10/2017,12/13/2017,Prioritaire,DL-13315,Delfina Latchford,Grand public,États-Unis,New York City,New York,USCA - Est,OFF-ST-10001228,Fournitures de bureau,Stockage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0,22.56
254,US-2017-146941,12/10/2017,12/13/2017,Prioritaire,DL-13315,Delfina Latchford,Grand public,États-Unis,New York City,New York,USCA - Est,OFF-EN-10003296,Fournitures de bureau,Enveloppes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0,162.86
265,US-2017-125318,6/6/2017,6/13/2017,Tarif normal,RC-19825,Roy Collins,Grand public,États-Unis,Chicago,Illinois,USCA - Centre,TEC-PH-10001433,Produits technologiques,Téléphones,Cisco Small Business SPA 502G VoIP phone,328.22,4,0.2,28.72
268,US-2017-111010,1/22/2017,1/28/2017,Tarif normal,PG-18895,Paul Gonzalez,Grand public,États-Unis,Morristown,New Jersey,USCA - Est,OFF-FA-10003472,Fournitures de bureau,Éléments de fixation,Bagged Rubber Bands,7.56,6,0,0.3
287,US-2017-112697,12/18/2017,12/20/2017,J+2,AH-10195,Alan Haines,Entreprise,États-Unis,Tamarac,Floride,USCA - Sud,OFF-BI-10000778,Fournitures de bureau,Classeurs,GBC VeloBinder Electric Binding Machine,254.06,7,0.7,-169.37
288,US-2017-112697,12/18/2017,12/20/2017,J+2,AH-10195,Alan Haines,Entreprise,États-Unis,Tamarac,Floride,USCA - Sud,OFF-AP-10002684,Fournitures de bureau,Électroménager,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.53,2,0.2,24.32
289,US-2017-112697,12/18/2017,12/20/2017,J+2,AH-10195,Alan Haines,Entreprise,États-Unis,Tamarac,Floride,USCA - Sud,OFF-SU-10000646,Fournitures de bureau,Fournitures,Premier Automatic Letter Opener,961.48,5,0.2,-204.31
290,US-2017-110772,11/20/2017,11/24/2017,J+2,NZ-18565,Nick Zandusky,Bureau à domicile,États-Unis,Columbus,Ohio,USCA - Est,OFF-FA-10002983,Fournitures de bureau,Éléments de fixation,Advantus SlideClip Paper Clips,19.1,7,0.2,6.68
291,US-2017-110772,11/20/2017,11/24/2017,J+2,NZ-18565,Nick Zandusky,Bureau à domicile,États-Unis,Columbus,Ohio,USCA - Est,OFF-LA-10004689,Fournitures de bureau,Étiquettes,Avery 512,18.5,8,0.2,6.24
292,US-2017-110772,11/20/2017,11/24/2017,J+2,NZ-18565,Nick Zandusky,Bureau à domicile,États-Unis,Columbus,Ohio,USCA - Est,TEC-AC-10002001,Produits technologiques,Accessoires,Logitech Wireless Gaming Headset G930,255.98,2,0.2,54.4
293,US-2017-110772,11/20/2017,11/24/2017,J+2,NZ-18565,Nick Zandusky,Bureau à domicile,États-Unis,Columbus,Ohio,USCA - Est,FUR-BO-10004709,Mobilier,Bibliothèques,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7
299,US-2017-142545,10/28/2017,11/3/2017,Tarif normal,JD-15895,Jonathan Doherty,Entreprise,États-Unis,Belleville,New Jersey,USCA - Est,OFF-PA-10002105,Fournitures de bureau,Papier,Xerox 223,32.4,5,0,15.55
300,US-2017-142545,10/28/2017,11/3/2017,Tarif normal,JD-15895,Jonathan Doherty,Entreprise,États-Unis,Belleville,New Jersey,USCA - Est,OFF-ST-10002756,Fournitures de bureau,Stockage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0,10.82
301,US-2017-142545,10/28/2017,11/3/2017,Tarif normal,JD-15895,Jonathan Doherty,Entreprise,États-Unis,Belleville,New Jersey,USCA - Est,OFF-PA-10004243,Fournitures de bureau,Papier,Xerox 1939,56.91,3,0,27.32
302,US-2017-142545,10/28/2017,11/3/2017,Tarif normal,JD-15895,Jonathan Doherty,Entreprise,États-Unis,Belleville,New Jersey,USCA - Est,FUR-FU-10001861,Mobilier,Meubles,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.02
303,US-2017-142545,10/28/2017,11/3/2017,Tarif normal,JD-15895,Jonathan Doherty,Entreprise,États-Unis,Belleville,New Jersey,USCA - Est,OFF-BI-10002706,Fournitures de bureau,Classeurs,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0,6.57
310,US-2017-142902,9/12/2017,9/14/2017,J+2,BP-11185,Ben Peterman,Entreprise,États-Unis,Arvada,Colorado,USCA - Ouest,FUR-FU-10001918,Mobilier,Meubles,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.14,4,0.2,3.59
311,US-2017-142902,9/12/2017,9/14/2017,J+2,BP-11185,Ben Peterman,Entreprise,États-Unis,Arvada,Colorado,USCA - Ouest,FUR-CH-10004086,Mobilier,Chaises,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.77,2,0.2,52.51
312,US-2017-142902,9/12/2017,9/14/2017,J+2,BP-11185,Ben Peterman,Entreprise,États-Unis,Arvada,Colorado,USCA - Ouest,FUR-FU-10001756,Mobilier,Meubles,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.23,1,0.2,1.71
313,US-2017-142902,9/12/2017,9/14/2017,J+2,BP-11185,Ben Peterman,Entreprise,États-Unis,Arvada,Colorado,USCA - Ouest,OFF-LA-10000634,Fournitures de bureau,Étiquettes,Avery 509,6.26,3,0.2,2.04
324,US-2017-162138,4/23/2017,4/27/2017,Tarif normal,GK-14620,Grace Kelly,Entreprise,États-Unis,Hesperia,Californie,USCA - Ouest,OFF-BI-10004593,Fournitures de bureau,Classeurs,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.74
325,US-2017-162138,4/23/2017,4/27/2017,Tarif normal,GK-14620,Grace Kelly,Entreprise,États-Unis,Hesperia,Californie,USCA - Ouest,TEC-AC-10001908,Produits technologiques,Accessoires,Logitech Wireless Headset h800,99.99,1,0,35
