ID ligne,ID commande,Date de commande,Date d'expédition,Mode d'expédition,ID client,Nom du client,Segment,Pays/région,Ville,État/Province,Région de vente,ID produit,Catégorie,Sous-catégorie,Nom du produit,Montant des ventes,Quantité,Remise,Profit
79,US-2015-147606,11/26/2015,12/1/2015,J+2,JE-15745,Joel Eaton,Grand public,États-Unis,Houston,Texas,USCA - Centre,FUR-FU-10003194,Mobilier,Meubles,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.48
82,US-2015-139451,10/12/2015,10/16/2015,Tarif normal,DN-13690,Duane Noonan,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-AR-10002053,Fournitures de bureau,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0,4.17
83,US-2015-139451,10/12/2015,10/16/2015,Tarif normal,DN-13690,Duane Noonan,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-ST-10002370,Fournitures de bureau,Stockage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0,6.2
114,US-2015-115259,8/25/2015,8/27/2015,J+2,RC-19960,Ryan Crowe,Grand public,États-Unis,Columbus,Ohio,USCA - Est,OFF-FA-10000621,Fournitures de bureau,Éléments de fixation,"OIC Colored Binder Clips, Assorted Sizes",40.1,14,0.2,14.53
115,US-2015-115259,8/25/2015,8/27/2015,J+2,RC-19960,Ryan Crowe,Grand public,États-Unis,Columbus,Ohio,USCA - Est,OFF-EN-10002600,Fournitures de bureau,Enveloppes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.65
116,US-2015-115259,8/25/2015,8/27/2015,J+2,RC-19960,Ryan Crowe,Grand public,États-Unis,Columbus,Ohio,USCA - Est,OFF-PA-10004965,Fournitures de bureau,Papier,Xerox 1921,23.98,3,0.2,7.49
117,US-2015-115259,8/25/2015,8/27/2015,J+2,RC-19960,Ryan Crowe,Grand public,États-Unis,Columbus,Ohio,USCA - Est,OFF-EN-10002504,Fournitures de bureau,Enveloppes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.46,6,0.2,44.03
125,US-2015-152030,12/26/2015,12/28/2015,J+2,AD-10180,Alan Dominguez,Bureau à domicile,États-Unis,Houston,Texas,USCA - Centre,FUR-CH-10004063,Mobilier,Chaises,Global Deluxe High-Back Manager's Chair,600.56,3,0.3,-8.58
126,US-2015-134614,9/20/2015,9/25/2015,Tarif normal,PF-19165,Philip Fox,Grand public,États-Unis,Bloomington,Illinois,USCA - Centre,FUR-TA-10004534,Mobilier,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.68
147,US-2015-110072,10/22/2015,10/28/2015,Tarif normal,MG-17680,Maureen Gastineau,Bureau à domicile,États-Unis,Newark,Ohio,USCA - Est,FUR-FU-10000521,Mobilier,Meubles,"Seth Thomas 14"" Putty-Colored Wall Clock",93.89,4,0.2,12.91
158,US-2015-104269,3/1/2015,3/6/2015,J+2,DB-13060,Dave Brooks,Grand public,États-Unis,Seattle,Washington,USCA - Ouest,FUR-CH-10004063,Mobilier,Chaises,Global Deluxe High-Back Manager's Chair,457.57,2,0.2,51.48
165,US-2015-139892,9/8/2015,9/12/2015,Tarif normal,BM-11140,Becky Martin,Grand public,États-Unis,San Antonio,Texas,USCA - Centre,OFF-AR-10004441,Fournitures de bureau,Art,BIC Brite Liner Highlighters,9.94,3,0.2,2.73
166,US-2015-139892,9/8/2015,9/12/2015,Tarif normal,BM-11140,Becky Martin,Grand public,États-Unis,San Antonio,Texas,USCA - Centre,TEC-MA-10000822,Produits technologiques,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.95,8,0.4,-1359.99
167,US-2015-139892,9/8/2015,9/12/2015,Tarif normal,BM-11140,Becky Martin,Grand public,États-Unis,San Antonio,Texas,USCA - Centre,OFF-ST-10000991,Fournitures de bureau,Stockage,Space Solutions HD Industrial Steel Shelving.,275.93,3,0.2,-58.63
168,US-2015-139892,9/8/2015,9/12/2015,Tarif normal,BM-11140,Becky Martin,Grand public,États-Unis,San Antonio,Texas,USCA - Centre,FUR-CH-10004287,Mobilier,Chaises,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.86
169,US-2015-139892,9/8/2015,9/12/2015,Tarif normal,BM-11140,Becky Martin,Grand public,États-Unis,San Antonio,Texas,USCA - Centre,OFF-AR-10002656,Fournitures de bureau,Art,Sanford Liquid Accent Highlighters,32.06,6,0.2,6.81
170,US-2015-139892,9/8/2015,9/12/2015,Tarif normal,BM-11140,Becky Martin,Grand public,États-Unis,San Antonio,Texas,USCA - Centre,OFF-AP-10002518,Fournitures de bureau,Électroménager,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.85
171,US-2015-139892,9/8/2015,9/12/2015,Tarif normal,BM-11140,Becky Martin,Grand public,États-Unis,San Antonio,Texas,USCA - Centre,TEC-PH-10003931,Produits technologiques,Téléphones,JBL Micro Wireless Portable Bluetooth Speaker,143.98,3,0.2,9
172,US-2015-118962,8/5/2015,8/9/2015,Tarif normal,CS-12130,Chad Sievert,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-PA-10000659,Fournitures de bureau,Papier,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3,0,9.84
173,US-2015-118962,8/5/2015,8/9/2015,Tarif normal,CS-12130,Chad Sievert,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-PA-10001144,Fournitures de bureau,Papier,Xerox 1913,110.96,2,0,53.26
174,US-2015-118962,8/5/2015,8/9/2015,Tarif normal,CS-12130,Chad Sievert,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,FUR-CH-10003817,Mobilier,Chaises,"Global Value Steno Chair, Gray",340.14,7,0.2,21.26
175,US-2015-100853,9/14/2015,9/19/2015,Tarif normal,JB-15400,Jennifer Braxton,Entreprise,États-Unis,Chicago,Illinois,USCA - Centre,OFF-AP-10000891,Fournitures de bureau,Électroménager,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.45,2,0.8,-131.12
176,US-2015-100853,9/14/2015,9/19/2015,Tarif normal,JB-15400,Jennifer Braxton,Entreprise,États-Unis,Chicago,Illinois,USCA - Centre,OFF-LA-10003148,Fournitures de bureau,Étiquettes,Avery 51,20.16,4,0.2,6.55
181,US-2015-166191,12/5/2015,12/9/2015,J+2,DK-13150,David Kendrick,Entreprise,États-Unis,Decatur,Illinois,USCA - Centre,OFF-ST-10003455,Fournitures de bureau,Stockage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.82,2,0.2,1.86
182,US-2015-166191,12/5/2015,12/9/2015,J+2,DK-13150,David Kendrick,Entreprise,États-Unis,Decatur,Illinois,USCA - Centre,TEC-AC-10004659,Produits technologiques,Accessoires,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.74,7,0.2,76.64
183,US-2015-158274,11/19/2015,11/24/2015,J+2,RM-19675,Robert Marley,Bureau à domicile,États-Unis,Monroe,Louisiane,USCA - Sud,TEC-PH-10003273,Produits technologiques,Téléphones,AT&T TR1909W,503.96,4,0,131.03
184,US-2015-158274,11/19/2015,11/24/2015,J+2,RM-19675,Robert Marley,Bureau à domicile,États-Unis,Monroe,Louisiane,USCA - Sud,TEC-PH-10004896,Produits technologiques,Téléphones,Nokia Lumia 521 (T-Mobile),149.95,5,0,41.99
185,US-2015-158274,11/19/2015,11/24/2015,J+2,RM-19675,Robert Marley,Bureau à domicile,États-Unis,Monroe,Louisiane,USCA - Sud,TEC-AC-10002345,Produits technologiques,Accessoires,HP Standard 104 key PS/2 Keyboard,29,2,0,7.25
187,US-2015-123260,8/26/2015,8/30/2015,Tarif normal,FM-14290,Frank Merwin,Bureau à domicile,États-Unis,Los Angeles,Californie,USCA - Ouest,TEC-AC-10002323,Produits technologiques,Accessoires,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,0,22.98
196,US-2015-140004,3/21/2015,3/25/2015,Tarif normal,CB-12025,Cassandra Brandow,Grand public,États-Unis,Hamilton,Ohio,USCA - Est,OFF-AR-10004685,Fournitures de bureau,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.41,2,0.2,1.2
197,US-2015-140004,3/21/2015,3/25/2015,Tarif normal,CB-12025,Cassandra Brandow,Grand public,États-Unis,Hamilton,Ohio,USCA - Est,OFF-AR-10004027,Fournitures de bureau,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.05,3,0.2,1.59
202,US-2015-133690,8/3/2015,8/5/2015,Prioritaire,BS-11755,Bruce Stewart,Grand public,États-Unis,Denver,Colorado,USCA - Ouest,FUR-TA-10004289,Mobilier,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.88
203,US-2015-133690,8/3/2015,8/5/2015,Prioritaire,BS-11755,Bruce Stewart,Grand public,États-Unis,Denver,Colorado,USCA - Ouest,OFF-AP-10003622,Fournitures de bureau,Électroménager,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.29
231,US-2015-156216,9/13/2015,9/17/2015,Tarif normal,EA-14035,Erin Ashbrook,Entreprise,États-Unis,Charlotte,Caroline du Nord,USCA - Sud,OFF-BI-10001679,Fournitures de bureau,Classeurs,GBC Instant Index System for Binding Systems,18.65,7,0.7,-12.43
245,US-2015-131926,6/1/2015,6/6/2015,J+2,DW-13480,Dianna Wilson,Bureau à domicile,États-Unis,Lakeville,Minnesota,USCA - Centre,FUR-CH-10004063,Mobilier,Chaises,Global Deluxe High-Back Manager's Chair,2001.86,7,0,580.54
246,US-2015-131926,6/1/2015,6/6/2015,J+2,DW-13480,Dianna Wilson,Bureau à domicile,États-Unis,Lakeville,Minnesota,USCA - Centre,OFF-ST-10002276,Fournitures de bureau,Stockage,Safco Steel Mobile File Cart,166.72,2,0,41.68
247,US-2015-131926,6/1/2015,6/6/2015,J+2,DW-13480,Dianna Wilson,Bureau à domicile,États-Unis,Lakeville,Minnesota,USCA - Centre,OFF-PA-10004082,Fournitures de bureau,Papier,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0,23.94
248,US-2015-131926,6/1/2015,6/6/2015,J+2,DW-13480,Dianna Wilson,Bureau à domicile,États-Unis,Lakeville,Minnesota,USCA - Centre,OFF-AP-10002945,Fournitures de bureau,Électroménager,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,0,496.07
249,US-2015-131926,6/1/2015,6/6/2015,J+2,DW-13480,Dianna Wilson,Bureau à domicile,États-Unis,Lakeville,Minnesota,USCA - Centre,OFF-PA-10000061,Fournitures de bureau,Papier,Xerox 205,25.92,4,0,12.44
263,US-2015-106992,9/19/2015,9/21/2015,J+2,SB-20290,Sean Braxton,Entreprise,États-Unis,Houston,Texas,USCA - Centre,TEC-MA-10000822,Produits technologiques,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.98,3,0.4,-510
264,US-2015-106992,9/19/2015,9/21/2015,J+2,SB-20290,Sean Braxton,Entreprise,États-Unis,Houston,Texas,USCA - Centre,TEC-MA-10003353,Produits technologiques,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.96,7,0.4,-252
294,US-2015-111451,12/26/2015,12/28/2015,Prioritaire,KL-16555,Kelly Lampkin,Entreprise,États-Unis,Colorado Springs,Colorado,USCA - Ouest,FUR-FU-10004091,Mobilier,Meubles,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.42,8,0.2,78.86
295,US-2015-111451,12/26/2015,12/28/2015,Prioritaire,KL-16555,Kelly Lampkin,Entreprise,États-Unis,Colorado Springs,Colorado,USCA - Ouest,FUR-CH-10001891,Mobilier,Chaises,Global Deluxe Office Fabric Chairs,230.35,3,0.2,20.16
296,,12/26/2015,12/28/2015,Prioritaire,KL-16555,Kelly Lampkin,Entreprise,États-Unis,Colorado Springs,Colorado,USCA - Ouest,FUR-FU-10002918,Mobilier,Meubles,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.35,3,0.2,-24.56
297,US-2015-111451,12/26/2015,12/28/2015,Prioritaire,KL-16555,Kelly Lampkin,Entreprise,États-Unis,Colorado Springs,Colorado,USCA - Ouest,OFF-BI-10004593,Fournitures de bureau,Classeurs,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88
298,US-2015-111451,12/26/2015,12/28/2015,Prioritaire,KL-16555,Kelly Lampkin,Entreprise,États-Unis,Colorado Springs,Colorado,USCA - Ouest,OFF-FA-10004854,Fournitures de bureau,Éléments de fixation,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.55,3,0.2,9.3
306,US-2015-130960,12/30/2015,1/4/2016,Tarif normal,KB-16600,Ken Brennan,Entreprise,États-Unis,Taylor,Michigan,USCA - Centre,OFF-AR-10003651,Fournitures de bureau,Art,Newell 350,9.84,3,0,2.85
307,US-2015-111003,6/1/2015,6/6/2015,Tarif normal,CR-12625,Corey Roper,Bureau à domicile,États-Unis,Lakewood,New Jersey,USCA - Est,OFF-BI-10001072,Fournitures de bureau,Classeurs,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0,20.92
308,US-2015-111003,6/1/2015,6/6/2015,Tarif normal,CR-12625,Corey Roper,Bureau à domicile,États-Unis,Lakewood,New Jersey,USCA - Est,OFF-AR-10002135,Fournitures de bureau,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0,83.87
314,US-2015-120887,9/27/2015,10/3/2015,Tarif normal,TS-21205,Thomas Seio,Entreprise,États-Unis,Hackensack,New Jersey,USCA - Est,FUR-FU-10001588,Mobilier,Meubles,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0,37.64
315,US-2015-167850,8/9/2015,8/16/2015,Tarif normal,AG-10525,Andy Gerbode,Entreprise,États-Unis,Saint Petersburg,Floride,USCA - Sud,TEC-PH-10002398,Produits technologiques,Téléphones,AT&T 1070 Corded Phone,178.38,2,0.2,22.3
316,US-2015-167850,8/9/2015,8/16/2015,Tarif normal,AG-10525,Andy Gerbode,Entreprise,États-Unis,Saint Petersburg,Floride,USCA - Sud,OFF-PA-10001937,Fournitures de bureau,Papier,Xerox 21,15.55,3,0.2,5.44
317,US-2015-164259,12/28/2015,12/30/2015,Prioritaire,SP-20860,Sung Pak,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,OFF-AR-10003373,Fournitures de bureau,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.14,4,0.2,8.67
318,US-2015-164973,11/4/2015,11/9/2015,Tarif normal,NM-18445,Nathan Mautz,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,FUR-CH-10002602,Mobilier,Chaises,DMI Arturo Collection Mission-style Design Wood Chair,135.88,1,0.1,24.16
319,US-2015-164973,11/4/2015,11/9/2015,Tarif normal,NM-18445,Nathan Mautz,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,TEC-MA-10002927,Produits technologiques,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0,1995.99
320,US-2015-164973,11/4/2015,11/9/2015,Tarif normal,NM-18445,Nathan Mautz,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,TEC-PH-10004093,Produits technologiques,Téléphones,Panasonic Kx-TS550,275.94,6,0,80.02
321,US-2015-164973,11/4/2015,11/9/2015,Tarif normal,NM-18445,Nathan Mautz,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,TEC-AC-10000892,Produits technologiques,Accessoires,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,0,129.6
322,US-2015-164973,11/4/2015,11/9/2015,Tarif normal,NM-18445,Nathan Mautz,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,OFF-ST-10002974,Fournitures de bureau,Stockage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0,13.07
323,US-2015-156601,9/19/2015,9/24/2015,Tarif normal,FA-14230,Frank Atkinson,Entreprise,États-Unis,Long Beach,Californie,USCA - Ouest,OFF-FA-10000624,Fournitures de bureau,Éléments de fixation,OIC Binder Clips,7.16,2,0,3.58
338,US-2015-129924,7/12/2015,7/17/2015,Tarif normal,AC-10420,Alyssa Crouse,Entreprise,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-BI-10003314,Fournitures de bureau,Classeurs,Tuff Stuff Recycled Round Ring Binders,7.71,2,0.2,2.8
339,US-2015-129924,7/12/2015,7/17/2015,Tarif normal,AC-10420,Alyssa Crouse,Entreprise,États-Unis,San Francisco,Californie,USCA - Ouest,FUR-TA-10004575,Mobilier,Tables,Hon 5100 Series Wood Tables,698.35,3,0.2,-17.46
341,US-2015-122336,4/13/2015,4/17/2015,J+2,JD-15895,Jonathan Doherty,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,OFF-AR-10000122,Fournitures de bureau,Art,Newell 314,17.86,4,0.2,1.12
342,US-2015-122336,4/13/2015,4/17/2015,J+2,JD-15895,Jonathan Doherty,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,OFF-BI-10003656,Fournitures de bureau,Classeurs,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.98
343,US-2015-122336,4/13/2015,4/17/2015,J+2,JD-15895,Jonathan Doherty,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,OFF-FA-10002780,Fournitures de bureau,Éléments de fixation,Staples,30.99,13,0.2,10.07
344,US-2015-122336,4/13/2015,4/17/2015,J+2,JD-15895,Jonathan Doherty,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,TEC-PH-10000702,Produits technologiques,Téléphones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.93,12,0.4,8.39
366,US-2015-123344,9/24/2015,9/29/2015,Tarif normal,JD-16060,Julia Dunbar,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-ST-10001713,Fournitures de bureau,Stockage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0,8.48
373,US-2015-119137,7/23/2015,7/27/2015,Tarif normal,AG-10900,Arthur Gainer,Grand public,États-Unis,Tucson,Arizona,USCA - Ouest,OFF-BI-10001982,Fournitures de bureau,Classeurs,Wilson Jones Custom Binder Spines & Labels,8.16,5,0.7,-5.71
374,US-2015-119137,7/23/2015,7/27/2015,Tarif normal,AG-10900,Arthur Gainer,Grand public,États-Unis,Tucson,Arizona,USCA - Ouest,TEC-AC-10003911,Produits technologiques,Accessoires,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.94,8,0.2,179.19
375,US-2015-119137,7/23/2015,7/27/2015,Tarif normal,AG-10900,Arthur Gainer,Grand public,États-Unis,Tucson,Arizona,USCA - Ouest,OFF-AR-10000658,Fournitures de bureau,Art,Newell 324,9.24,1,0.2,0.92
376,US-2015-119137,7/23/2015,7/27/2015,Tarif normal,AG-10900,Arthur Gainer,Grand public,États-Unis,Tucson,Arizona,USCA - Ouest,TEC-AC-10002076,Produits technologiques,Accessoires,Microsoft Natural Keyboard Elite,479.04,10,0.2,-29.94
389,US-2015-115973,11/24/2015,11/26/2015,Prioritaire,NG-18430,Nathan Gelder,Grand public,États-Unis,Cincinnati,Ohio,USCA - Est,OFF-AR-10004757,Fournitures de bureau,Art,Crayola Colored Pencils,2.62,1,0.2,0.43
392,US-2015-135972,9/21/2015,9/23/2015,J+2,JG-15115,Jack Garza,Grand public,États-Unis,Des Moines,Washington,USCA - Ouest,TEC-PH-10003012,Produits technologiques,Téléphones,Nortel Meridian M3904 Professional Digital phone,246.38,2,0.2,27.72
393,US-2015-135972,9/21/2015,9/23/2015,J+2,JG-15115,Jack Garza,Grand public,États-Unis,Des Moines,Washington,USCA - Ouest,TEC-CO-10002313,Produits technologiques,Photocopieurs,Canon PC1080F Personal Copier,1799.97,3,0,701.99
394,US-2015-134971,6/7/2015,6/10/2015,J+2,BP-11095,Bart Pistole,Entreprise,États-Unis,Peoria,Illinois,USCA - Centre,OFF-BI-10003982,Fournitures de bureau,Classeurs,Wilson Jones Century Plastic Molded Ring Binders,12.46,3,0.8,-20.56
403,US-2015-113166,12/24/2015,12/26/2015,Prioritaire,LF-17185,Luke Foster,Grand public,États-Unis,Miami,Floride,USCA - Sud,OFF-PA-10001947,Fournitures de bureau,Papier,Xerox 1974,9.57,2,0.2,3.47
404,US-2015-155208,4/16/2015,4/20/2015,Tarif normal,SP-20650,Stephanie Phelps,Entreprise,États-Unis,Wilmington,Caroline du Nord,USCA - Sud,OFF-AR-10003478,Fournitures de bureau,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.07,6,0.2,9.77
422,US-2015-142048,6/22/2015,6/25/2015,Prioritaire,JE-15745,Joel Eaton,Grand public,États-Unis,Louisville,Colorado,USCA - Ouest,TEC-AC-10004114,Produits technologiques,Accessoires,KeyTronic 6101 Series - Keyboard - Black,196.75,6,0.2,56.57
428,US-2015-101476,9/12/2015,9/13/2015,Prioritaire,SD-20485,Shirley Daniels,Bureau à domicile,États-Unis,New Rochelle,New York,USCA - Est,TEC-MA-10000029,Produits technologiques,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.1
435,US-2015-150574,12/19/2015,12/25/2015,Tarif normal,MK-18160,Mike Kennedy,Grand public,États-Unis,Jacksonville,Floride,USCA - Sud,OFF-BI-10000773,Fournitures de bureau,Classeurs,Insertable Tab Post Binder Dividers,4.81,2,0.7,-3.69
436,US-2015-150574,12/19/2015,12/25/2015,Tarif normal,MK-18160,Mike Kennedy,Grand public,États-Unis,Jacksonville,Floride,USCA - Sud,TEC-AC-10002600,Produits technologiques,Accessoires,Belkin QODE FastFit Bluetooth Keyboard,247.8,5,0.2,-18.59
457,US-2015-110674,2/12/2015,2/18/2015,Tarif normal,SC-20095,Sanjit Chand,Grand public,États-Unis,Concord,Californie,USCA - Ouest,FUR-CH-10000225,Mobilier,Chaises,"Global Geo Office Task Chair, Gray",129.57,2,0.2,-24.29
472,US-2015-144666,11/9/2015,11/11/2015,J+2,JP-15520,Jeremy Pistek,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-ST-10002743,Fournitures de bureau,Stockage,SAFCO Boltless Steel Shelving,340.92,3,0,3.41
473,US-2015-144666,11/9/2015,11/11/2015,J+2,JP-15520,Jeremy Pistek,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,FUR-BO-10001601,Mobilier,Bibliothèques,"Sauder Mission Library with Doors, Fruitwood Finish",222.67,2,0.2,10.48
474,US-2015-144666,11/9/2015,11/11/2015,J+2,JP-15520,Jeremy Pistek,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,TEC-PH-10002680,Produits technologiques,Téléphones,Samsung Galaxy Note 3,703.97,4,0.2,88
475,US-2015-144666,11/9/2015,11/11/2015,J+2,JP-15520,Jeremy Pistek,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-ST-10001321,Fournitures de bureau,Stockage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0,24.98
