ID ligne,ID commande,Date de commande,Date d'expédition,Mode d'expédition,ID client,Nom du client,Segment,Pays/région,Ville,État/Province,Région de vente,ID produit,Catégorie,Sous-catégorie,Nom du produit,Montant des ventes,Quantité,Remise,Profit
86,US-2018-140088,5/28/2018,6/1/2018,J+2,PO-18865,Patrick O'Donnell,Grand public,États-Unis,Columbia,Caroline du Sud,USCA - Sud,FUR-CH-10000863,Mobilier,Chaises,Novimex Swivel Fabric Task Chair,301.96,2,0,33.22
87,US-2018-155558,10/26/2018,11/2/2018,Tarif normal,PG-18895,Paul Gonzalez,Grand public,États-Unis,Rochester,Minnesota,USCA - Centre,TEC-AC-10001998,Produits technologiques,Accessoires,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0,6.8
88,US-2018-155558,10/26/2018,11/2/2018,Tarif normal,PG-18895,Paul Gonzalez,Grand public,États-Unis,Rochester,Minnesota,USCA - Centre,OFF-LA-10000134,Fournitures de bureau,Étiquettes,Avery 511,6.16,2,0,2.96
96,US-2018-109484,11/6/2018,11/12/2018,Tarif normal,RB-19705,Roger Barcio,Bureau à domicile,États-Unis,Portland,Oregon,USCA - Ouest,OFF-BI-10004738,Fournitures de bureau,Classeurs,Flexible Leather- Look Classic Collection Ring Binder,5.68,1,0.7,-3.79
97,US-2018-161018,11/9/2018,11/11/2018,J+2,PN-18775,Parhena Norris,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,FUR-FU-10000629,Mobilier,Meubles,9-3/4 Diameter Round Wall Clock,96.53,7,0,40.54
98,US-2018-157833,6/17/2018,6/20/2018,Prioritaire,KD-16345,Katherine Ducich,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-BI-10001721,Fournitures de bureau,Classeurs,Trimflex Flexible Post Binders,51.31,3,0.2,17.96
107,US-2018-119004,11/23/2018,11/28/2018,Tarif normal,JM-15250,Janet Martin,Grand public,États-Unis,Charlotte,Caroline du Nord,USCA - Sud,TEC-AC-10003499,Produits technologiques,Accessoires,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.11,8,0.2,17.6
108,US-2018-119004,11/23/2018,11/28/2018,Tarif normal,JM-15250,Janet Martin,Grand public,États-Unis,Charlotte,Caroline du Nord,USCA - Sud,TEC-PH-10002844,Produits technologiques,Téléphones,Speck Products Candyshell Flip Case,27.99,1,0.2,2.1
109,US-2018-119004,11/23/2018,11/28/2018,Tarif normal,JM-15250,Janet Martin,Grand public,États-Unis,Charlotte,Caroline du Nord,USCA - Sud,OFF-AR-10000390,Fournitures de bureau,Art,Newell Chalk Holder,3.3,1,0.2,1.07
111,US-2018-146780,12/25/2018,12/29/2018,Tarif normal,CV-12805,Cynthia Voltz,Entreprise,États-Unis,New York City,New York,USCA - Est,FUR-FU-10001934,Mobilier,Meubles,Magnifier Swing Arm Lamp,41.96,2,0,10.91
127,US-2018-107272,11/5/2018,11/12/2018,Tarif normal,TS-21610,Troy Staebel,Grand public,États-Unis,Phoenix,Arizona,USCA - Ouest,OFF-BI-10003274,Fournitures de bureau,Classeurs,"Avery Durable Slant Ring Binders, No Labels",2.39,2,0.7,-1.83
128,US-2018-107272,11/5/2018,11/12/2018,Tarif normal,TS-21610,Troy Staebel,Grand public,États-Unis,Phoenix,Arizona,USCA - Ouest,OFF-ST-10002974,Fournitures de bureau,Stockage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.99,7,0.2,30.5
131,US-2018-164147,2/2/2018,2/5/2018,Prioritaire,DW-13585,Dorothy Wardle,Entreprise,États-Unis,Columbus,Ohio,USCA - Est,TEC-PH-10002293,Produits technologiques,Téléphones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,0.4,-11.99
132,US-2018-164147,2/2/2018,2/5/2018,Prioritaire,DW-13585,Dorothy Wardle,Entreprise,États-Unis,Columbus,Ohio,USCA - Est,OFF-PA-10002377,Fournitures de bureau,Papier,Xerox 1916,78.3,2,0.2,29.36
133,US-2018-164147,2/2/2018,2/5/2018,Prioritaire,DW-13585,Dorothy Wardle,Entreprise,États-Unis,Columbus,Ohio,USCA - Est,OFF-FA-10002780,Fournitures de bureau,Éléments de fixation,Staples,21.46,9,0.2,6.97
142,US-2018-106180,9/18/2018,9/23/2018,Tarif normal,SH-19975,Sally Hughsby,Entreprise,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-AR-10000940,Fournitures de bureau,Art,Newell 343,8.82,3,0,2.38
143,US-2018-106180,9/18/2018,9/23/2018,Tarif normal,SH-19975,Sally Hughsby,Entreprise,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-EN-10004030,Fournitures de bureau,Enveloppes,Convenience Packs of Business Envelopes,10.86,3,0,5.1
144,US-2018-106180,9/18/2018,9/23/2018,Tarif normal,SH-19975,Sally Hughsby,Entreprise,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-PA-10004327,Fournitures de bureau,Papier,Xerox 1911,143.7,3,0,68.98
145,US-2018-155376,12/22/2018,12/27/2018,Tarif normal,SG-20080,Sandra Glassco,Grand public,États-Unis,Independence,Missouri,USCA - Centre,OFF-AP-10001058,Fournitures de bureau,Électroménager,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,0,218.25
177,US-2018-152366,4/21/2018,4/25/2018,J+2,SJ-20500,Shirley Jackson,Grand public,États-Unis,Houston,Texas,USCA - Centre,OFF-AP-10002684,Fournitures de bureau,Électroménager,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.26,4,0.8,-243.16
198,US-2018-107720,11/6/2018,11/13/2018,Tarif normal,VM-21685,Valerie Mitchum,Bureau à domicile,États-Unis,Westfield,New Jersey,USCA - Est,OFF-ST-10001414,Fournitures de bureau,Stockage,Decoflex Hanging Personal Folder File,46.26,3,0,12.03
199,US-2018-124303,7/6/2018,7/13/2018,Tarif normal,FH-14365,Fred Hopkins,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,OFF-BI-10000343,Fournitures de bureau,Classeurs,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.95,2,0.7,-2.26
200,US-2018-124303,7/6/2018,7/13/2018,Tarif normal,FH-14365,Fred Hopkins,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,OFF-PA-10002749,Fournitures de bureau,Papier,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.06,3,0.2,5.82
201,US-2018-105074,6/24/2018,6/29/2018,Tarif normal,MB-17305,Maria Bertelson,Grand public,États-Unis,Akron,Ohio,USCA - Est,OFF-PA-10002666,Fournitures de bureau,Papier,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.74,3,0.2,6.8
204,US-2018-116701,12/17/2018,12/21/2018,J+2,LC-17140,Logan Currie,Grand public,États-Unis,Dallas,Texas,USCA - Centre,OFF-AP-10003217,Fournitures de bureau,Électroménager,Eureka Sanitaire  Commercial Upright,66.28,2,0.8,-178.97
205,US-2018-126382,6/3/2018,6/7/2018,Tarif normal,HK-14890,Heather Kirkland,Entreprise,États-Unis,Franklin,Tennessee,USCA - Sud,FUR-FU-10002960,Mobilier,Meubles,"Eldon 200 Class Desk Accessories, Burgundy",35.17,7,0.2,9.67
206,,12/9/2018,12/14/2018,Tarif normal,LE-16810,Laurel Elliston,Grand public,États-Unis,Whittier,Californie,USCA - Ouest,TEC-PH-10001918,Produits technologiques,Téléphones,Nortel Business Series Terminal T7208 Digital phone,444.77,4,0.2,44.48
207,US-2018-135860,12/1/2018,12/7/2018,Tarif normal,JH-15985,Joseph Holt,Grand public,États-Unis,Saginaw,Michigan,USCA - Centre,OFF-ST-10000642,Fournitures de bureau,Stockage,"Tennsco Lockers, Gray",83.92,4,0,5.87
208,US-2018-135860,12/1/2018,12/7/2018,Tarif normal,JH-15985,Joseph Holt,Grand public,États-Unis,Saginaw,Michigan,USCA - Centre,TEC-PH-10001700,Produits technologiques,Téléphones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,0,35.63
209,US-2018-135860,12/1/2018,12/7/2018,Tarif normal,JH-15985,Joseph Holt,Grand public,États-Unis,Saginaw,Michigan,USCA - Centre,OFF-BI-10003274,Fournitures de bureau,Classeurs,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0,7.48
210,US-2018-135860,12/1/2018,12/7/2018,Tarif normal,JH-15985,Joseph Holt,Grand public,États-Unis,Saginaw,Michigan,USCA - Centre,OFF-FA-10000134,Fournitures de bureau,Éléments de fixation,"Advantus Push Pins, Aluminum Head",52.29,9,0,16.21
211,US-2018-135860,12/1/2018,12/7/2018,Tarif normal,JH-15985,Joseph Holt,Grand public,États-Unis,Saginaw,Michigan,USCA - Centre,OFF-ST-10001522,Fournitures de bureau,Stockage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,0,3.68
232,US-2018-100930,4/7/2018,4/12/2018,Tarif normal,CS-12400,Christopher Schild,Bureau à domicile,États-Unis,Tampa,Floride,USCA - Sud,FUR-TA-10001705,Mobilier,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.5,-102.05
233,US-2018-100930,4/7/2018,4/12/2018,Tarif normal,CS-12400,Christopher Schild,Bureau à domicile,États-Unis,Tampa,Floride,USCA - Sud,FUR-TA-10003473,Mobilier,Tables,Bretford Rectangular Conference Table Tops,620.61,3,0.5,-248.25
234,US-2018-100930,4/7/2018,4/12/2018,Tarif normal,CS-12400,Christopher Schild,Bureau à domicile,États-Unis,Tampa,Floride,USCA - Sud,OFF-BI-10001679,Fournitures de bureau,Classeurs,GBC Instant Index System for Binding Systems,5.33,2,0.7,-3.55
235,US-2018-100930,4/7/2018,4/12/2018,Tarif normal,CS-12400,Christopher Schild,Bureau à domicile,États-Unis,Tampa,Floride,USCA - Sud,FUR-FU-10004017,Mobilier,Meubles,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.07,3,0.2,0
236,US-2018-100930,4/7/2018,4/12/2018,Tarif normal,CS-12400,Christopher Schild,Bureau à domicile,États-Unis,Tampa,Floride,USCA - Sud,TEC-AC-10003832,Produits technologiques,Accessoires,Logitech P710e Mobile Speakerphone,617.98,3,0.2,-7.72
237,US-2018-160514,11/12/2018,11/16/2018,Tarif normal,DB-13120,David Bremer,Entreprise,États-Unis,Santa Clara,Californie,USCA - Ouest,OFF-PA-10002479,Fournitures de bureau,Papier,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,0,4.75
259,US-2018-163139,12/1/2018,12/3/2018,J+2,CC-12670,Craig Carreira,Grand public,États-Unis,New York City,New York,USCA - Est,TEC-AC-10000290,Produits technologiques,Accessoires,Sabrent 4-Port USB 2.0 Hub,20.37,3,0,6.93
260,US-2018-163139,12/1/2018,12/3/2018,J+2,CC-12670,Craig Carreira,Grand public,États-Unis,New York City,New York,USCA - Est,OFF-ST-10002790,Fournitures de bureau,Stockage,Safco Industrial Shelving,221.55,3,0,6.65
261,US-2018-163139,12/1/2018,12/3/2018,J+2,CC-12670,Craig Carreira,Grand public,États-Unis,New York City,New York,USCA - Est,OFF-BI-10003460,Fournitures de bureau,Classeurs,Acco 3-Hole Punch,17.52,5,0.2,6.13
262,US-2018-155299,6/8/2018,6/12/2018,Tarif normal,Dl-13600,Dorris liebe,Entreprise,États-Unis,Pasadena,Texas,USCA - Centre,OFF-AP-10002203,Fournitures de bureau,Électroménager,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.62,2,0.8,-4.47
267,US-2018-136826,6/16/2018,6/20/2018,Tarif normal,CB-12535,Claudia Bergmann,Entreprise,États-Unis,Chapel Hill,Caroline du Nord,USCA - Sud,OFF-AR-10003602,Fournitures de bureau,Art,"Quartet Omega Colored Chalk, 12/Pack",14.02,3,0.2,4.73
269,US-2018-145366,12/9/2018,12/13/2018,Tarif normal,CA-12310,Christine Abelman,Entreprise,États-Unis,Cincinnati,Ohio,USCA - Est,OFF-ST-10004180,Fournitures de bureau,Stockage,Safco Commercial Shelving,37.21,1,0.2,-7.44
270,US-2018-145366,12/9/2018,12/13/2018,Tarif normal,CA-12310,Christine Abelman,Entreprise,États-Unis,Cincinnati,Ohio,USCA - Est,OFF-EN-10004386,Fournitures de bureau,Enveloppes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.58,3,0.2,21.59
271,US-2018-163979,12/28/2018,1/2/2019,J+2,KH-16690,Kristen Hastings,Entreprise,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-ST-10003208,Fournitures de bureau,Stockage,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.49
275,US-2018-118136,9/16/2018,9/17/2018,Prioritaire,BB-10990,Barry Blumstein,Entreprise,États-Unis,Inglewood,Californie,USCA - Ouest,OFF-PA-10002615,Fournitures de bureau,Papier,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0,4.06
276,US-2018-118136,9/16/2018,9/17/2018,Prioritaire,BB-10990,Barry Blumstein,Entreprise,États-Unis,Inglewood,Californie,USCA - Ouest,OFF-AR-10001427,Fournitures de bureau,Art,Newell 330,5.98,1,0,1.55
277,US-2018-132976,10/13/2018,10/17/2018,Tarif normal,AG-10495,Andrew Gjertsen,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,OFF-PA-10000673,Fournitures de bureau,Papier,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.65,2,0.2,4.08
278,US-2018-132976,10/13/2018,10/17/2018,Tarif normal,AG-10495,Andrew Gjertsen,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,OFF-PA-10004470,Fournitures de bureau,Papier,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.18,4,0.2,5.91
279,US-2018-132976,10/13/2018,10/17/2018,Tarif normal,AG-10495,Andrew Gjertsen,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,OFF-ST-10000876,Fournitures de bureau,Stockage,Eldon Simplefile Box Office,59.71,6,0.2,5.97
280,US-2018-132976,10/13/2018,10/17/2018,Tarif normal,AG-10495,Andrew Gjertsen,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,OFF-LA-10002043,Fournitures de bureau,Étiquettes,Avery 489,24.84,3,0.2,8.69
304,US-2018-152380,11/19/2018,11/23/2018,Tarif normal,JH-15910,Jonathan Howell,Grand public,États-Unis,Chicago,Illinois,USCA - Centre,FUR-TA-10002533,Mobilier,Tables,BPI Conference Tables,219.08,3,0.5,-131.45
309,US-2018-126774,4/15/2018,4/17/2018,Prioritaire,SH-20395,Shahid Hopkins,Grand public,États-Unis,Arlington,Virginie,USCA - Sud,OFF-AR-10002804,Fournitures de bureau,Art,Faber Castell Col-Erase Pencils,4.89,1,0,2
326,US-2018-153339,11/3/2018,11/5/2018,J+2,DJ-13510,Don Jones,Entreprise,États-Unis,Murfreesboro,Tennessee,USCA - Sud,FUR-FU-10001967,Mobilier,Meubles,Telescoping Adjustable Floor Lamp,15.99,1,0.2,1
346,US-2018-169901,6/15/2018,6/19/2018,Tarif normal,CC-12550,Clay Cheatham,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,TEC-PH-10002293,Produits technologiques,Téléphones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.98,3,0.2,4.8
347,US-2018-134306,7/8/2018,7/12/2018,Tarif normal,TD-20995,Tamara Dahlen,Grand public,États-Unis,Lowell,Massachusetts,USCA - Est,OFF-AR-10004027,Fournitures de bureau,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0,3.1
348,US-2018-134306,7/8/2018,7/12/2018,Tarif normal,TD-20995,Tamara Dahlen,Grand public,États-Unis,Lowell,Massachusetts,USCA - Est,OFF-PA-10000249,Fournitures de bureau,Papier,Easy-staple paper,24.56,2,0,11.54
349,US-2018-134306,7/8/2018,7/12/2018,Tarif normal,TD-20995,Tamara Dahlen,Grand public,États-Unis,Lowell,Massachusetts,USCA - Est,OFF-AR-10001374,Fournitures de bureau,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2,0,4.15
360,US-2018-155698,3/8/2018,3/11/2018,Prioritaire,VB-21745,Victoria Brennan,Entreprise,États-Unis,Columbus,Géorgie,USCA - Sud,OFF-AP-10001124,Fournitures de bureau,Électroménager,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0,168.44
361,US-2018-155698,3/8/2018,3/11/2018,Prioritaire,VB-21745,Victoria Brennan,Entreprise,États-Unis,Columbus,Géorgie,USCA - Sud,OFF-LA-10001158,Fournitures de bureau,Étiquettes,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.94
362,US-2018-144904,9/25/2018,10/1/2018,Tarif normal,KW-16435,Katrina Willman,Grand public,États-Unis,New York City,New York,USCA - Est,OFF-LA-10001158,Fournitures de bureau,Étiquettes,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.94
363,US-2018-144904,9/25/2018,10/1/2018,Tarif normal,KW-16435,Katrina Willman,Grand public,États-Unis,New York City,New York,USCA - Est,FUR-CH-10000785,Mobilier,Chaises,Global Ergonomic Managers Chair,488.65,3,0.1,86.87
364,US-2018-144904,9/25/2018,10/1/2018,Tarif normal,KW-16435,Katrina Willman,Grand public,États-Unis,New York City,New York,USCA - Est,OFF-AR-10003732,Fournitures de bureau,Art,Newell 333,5.56,2,0,1.45
365,US-2018-144904,9/25/2018,10/1/2018,Tarif normal,KW-16435,Katrina Willman,Grand public,États-Unis,New York City,New York,USCA - Est,FUR-FU-10000023,Mobilier,Meubles,Eldon Wave Desk Accessories,47.12,8,0,20.73
371,US-2018-104745,5/29/2018,6/4/2018,Tarif normal,GT-14755,Guy Thornton,Grand public,États-Unis,Harlingen,Texas,USCA - Centre,OFF-PA-10002036,Fournitures de bureau,Papier,Xerox 1930,25.92,5,0.2,9.4
372,US-2018-104745,5/29/2018,6/4/2018,Tarif normal,GT-14755,Guy Thornton,Grand public,États-Unis,Harlingen,Texas,USCA - Centre,OFF-ST-10002205,Fournitures de bureau,Stockage,File Shuttle I and Handi-File,53.42,3,0.2,4.67
378,US-2018-134481,8/27/2018,9/1/2018,Tarif normal,AR-10405,Allen Rosenblatt,Entreprise,États-Unis,Franklin,Massachusetts,USCA - Est,FUR-TA-10004915,Mobilier,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.42,7,0.3,-297.68
390,US-2018-101798,12/11/2018,12/15/2018,Tarif normal,MV-18190,Mike Vittorini,Grand public,États-Unis,New York City,New York,USCA - Est,OFF-BI-10000050,Fournitures de bureau,Classeurs,"Angle-D Binders with Locking Rings, Label Holders",23.36,4,0.2,7.88
391,US-2018-101798,12/11/2018,12/15/2018,Tarif normal,MV-18190,Mike Vittorini,Grand public,États-Unis,New York City,New York,USCA - Est,TEC-AC-10001998,Produits technologiques,Accessoires,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,2,0,13.59
395,US-2018-102946,3/22/2018,3/26/2018,Tarif normal,VP-21730,Victor Preis,Bureau à domicile,États-Unis,Las Vegas,Nevada,USCA - Ouest,OFF-BI-10004492,Fournitures de bureau,Classeurs,Tuf-Vin Binders,75.79,3,0.2,25.58
396,US-2018-165603,10/17/2018,10/19/2018,J+2,SS-20140,Saphhira Shifley,Entreprise,États-Unis,Warwick,Rhode Island,USCA - Est,OFF-ST-10000798,Fournitures de bureau,Stockage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,2,0,9.49
397,US-2018-165603,10/17/2018,10/19/2018,J+2,SS-20140,Saphhira Shifley,Entreprise,États-Unis,Warwick,Rhode Island,USCA - Est,OFF-PA-10002552,Fournitures de bureau,Papier,Xerox 1958,12.96,2,0,6.22
405,US-2018-117933,12/24/2018,12/29/2018,Tarif normal,RF-19840,Roy Französisch,Grand public,États-Unis,New York City,New York,USCA - Est,OFF-AP-10004249,Fournitures de bureau,Électroménager,Staple holder,35.91,3,0,9.7
406,US-2018-117457,12/8/2018,12/12/2018,Tarif normal,KH-16510,Keith Herrera,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,TEC-AC-10000158,Produits technologiques,Accessoires,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,0,37.79
407,US-2018-117457,12/8/2018,12/12/2018,Tarif normal,KH-16510,Keith Herrera,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,TEC-CO-10004115,Produits technologiques,Photocopieurs,Sharp AL-1530CS Digital Copier,1199.98,3,0.2,434.99
408,US-2018-117457,12/8/2018,12/12/2018,Tarif normal,KH-16510,Keith Herrera,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-PA-10003724,Fournitures de bureau,Papier,"Wirebound Message Book, 4 per Page",27.15,5,0,13.3
409,US-2018-117457,12/8/2018,12/12/2018,Tarif normal,KH-16510,Keith Herrera,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,FUR-TA-10002041,Mobilier,Tables,"Bevis Round Conference Table Top, X-Base",1004.02,7,0.2,-112.95
410,US-2018-117457,12/8/2018,12/12/2018,Tarif normal,KH-16510,Keith Herrera,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-PA-10002893,Fournitures de bureau,Papier,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,0,4.65
411,US-2018-117457,12/8/2018,12/12/2018,Tarif normal,KH-16510,Keith Herrera,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-LA-10003766,Fournitures de bureau,Étiquettes,Self-Adhesive Removable Labels,28.35,9,0,13.61
412,US-2018-117457,12/8/2018,12/12/2018,Tarif normal,KH-16510,Keith Herrera,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-PA-10001970,Fournitures de bureau,Papier,Xerox 1908,55.98,1,0,27.43
413,US-2018-117457,12/8/2018,12/12/2018,Tarif normal,KH-16510,Keith Herrera,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,FUR-BO-10001972,Mobilier,Bibliothèques,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.83,13,0.2,31.45
414,US-2018-117457,12/8/2018,12/12/2018,Tarif normal,KH-16510,Keith Herrera,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,FUR-CH-10003956,Mobilier,Chaises,Novimex High-Tech Fabric Mesh Task Chair,113.57,2,0.2,-18.45
415,US-2018-142636,11/3/2018,11/7/2018,Tarif normal,KC-16675,Kimberly Carter,Entreprise,États-Unis,Seattle,Washington,USCA - Ouest,OFF-PA-10000157,Fournitures de bureau,Papier,Xerox 191,139.86,7,0,65.73
416,US-2018-142636,11/3/2018,11/7/2018,Tarif normal,KC-16675,Kimberly Carter,Entreprise,États-Unis,Seattle,Washington,USCA - Ouest,FUR-CH-10001891,Mobilier,Chaises,Global Deluxe Office Fabric Chairs,307.14,4,0.2,26.87
417,US-2018-122105,6/24/2018,6/28/2018,Tarif normal,CJ-12010,Caroline Jumper,Grand public,États-Unis,Huntington Beach,Californie,USCA - Ouest,OFF-AR-10004344,Fournitures de bureau,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,0,25.9
419,US-2018-154816,11/6/2018,11/10/2018,Tarif normal,VB-21745,Victoria Brennan,Entreprise,États-Unis,Richmond,Kentucky,USCA - Sud,OFF-PA-10003845,Fournitures de bureau,Papier,Xerox 1987,5.78,1,0,2.83
420,US-2018-110478,3/4/2018,3/9/2018,Tarif normal,SP-20860,Sung Pak,Entreprise,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-AR-10001573,Fournitures de bureau,Art,American Pencil,9.32,4,0,2.7
421,US-2018-110478,3/4/2018,3/9/2018,Tarif normal,SP-20860,Sung Pak,Entreprise,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-EN-10000483,Fournitures de bureau,Enveloppes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,0,7.02
423,CA-2018-125388,10/19/2018,10/23/2018,Tarif normal,MP-17965,Michael Paige,Entreprise,Canada,Montréal,Québec,USCA - Est,FUR-FU-10004712,Mobilier,Meubles,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0,14.71
424,CA-2018-125388,10/19/2018,10/23/2018,Tarif normal,MP-17965,Michael Paige,Entreprise,Canada,Montréal,Québec,USCA - Est,OFF-ST-10000918,Fournitures de bureau,Stockage,Crate-A-Files,32.7,3,0,8.5
425,US-2018-155705,8/21/2018,8/23/2018,J+2,NF-18385,Natalie Fritzler,Grand public,États-Unis,Jackson,Mississippi,USCA - Sud,FUR-CH-10000015,Mobilier,Chaises,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,225.26
