ID ligne,ID commande,Date de commande,Date d'expédition,Mode d'expédition,ID client,Nom du client,Segment,Pays/région,Ville,État/Province,Région de vente,ID produit,Catégorie,Sous-catégorie,Nom du produit,Montant des ventes,Quantité,Remise,Profit
179,US-2016-101511,11/21/2016,11/23/2016,J+2,JE-15745,Joel Eaton,Grand public,États-Unis,Newark,Ohio,USCA - Est,OFF-SU-10002189,Fournitures de bureau,Fournitures,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.77
180,US-2016-137225,12/15/2016,12/19/2016,Tarif normal,JK-15640,Jim Kriz,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,OFF-AR-10001940,Fournitures de bureau,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0,1.41
190,US-2016-102281,10/12/2016,10/14/2016,Prioritaire,MP-17470,Mark Packer,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,FUR-BO-10002613,Mobilier,Bibliothèques,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.14,4,0.2,112.39
191,US-2016-102281,10/12/2016,10/14/2016,Prioritaire,MP-17470,Mark Packer,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,TEC-PH-10001552,Produits technologiques,Téléphones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0,20.09
192,US-2016-102281,10/12/2016,10/14/2016,Prioritaire,MP-17470,Mark Packer,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,OFF-PA-10000061,Fournitures de bureau,Papier,Xerox 205,51.84,8,0,24.88
193,US-2016-102281,10/12/2016,10/14/2016,Prioritaire,MP-17470,Mark Packer,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,FUR-BO-10002545,Mobilier,Bibliothèques,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.35,3,0.2,46.98
194,US-2016-102281,10/12/2016,10/14/2016,Prioritaire,MP-17470,Mark Packer,Bureau à domicile,États-Unis,New York City,New York,USCA - Est,OFF-AR-10003514,Fournitures de bureau,Art,4009 Highlighters by Sanford,19.9,5,0,6.57
195,US-2016-131457,7/23/2016,7/26/2016,Tarif normal,MZ-17515,Mary Zewe,Entreprise,États-Unis,Redlands,Californie,USCA - Ouest,OFF-EN-10001509,Fournitures de bureau,Enveloppes,Poly String Tie Envelopes,14.28,7,0,6.71
212,US-2016-101007,2/9/2016,2/13/2016,J+2,MS-17980,Michael Stewart,Entreprise,États-Unis,Dallas,Texas,USCA - Centre,TEC-AC-10001266,Produits technologiques,Accessoires,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5
213,US-2016-146262,1/2/2016,1/9/2016,Tarif normal,VW-21775,Victoria Wilson,Entreprise,États-Unis,Medina,Ohio,USCA - Est,OFF-LA-10004544,Fournitures de bureau,Étiquettes,Avery 505,23.68,2,0.2,8.88
214,US-2016-146262,1/2/2016,1/9/2016,Tarif normal,VW-21775,Victoria Wilson,Entreprise,États-Unis,Medina,Ohio,USCA - Est,FUR-BO-10004695,Mobilier,Bibliothèques,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.32
215,US-2016-146262,1/2/2016,1/9/2016,Tarif normal,VW-21775,Victoria Wilson,Entreprise,États-Unis,Medina,Ohio,USCA - Est,TEC-PH-10002844,Produits technologiques,Téléphones,Speck Products Candyshell Flip Case,62.98,3,0.4,-14.7
216,US-2016-146262,1/2/2016,1/9/2016,Tarif normal,VW-21775,Victoria Wilson,Entreprise,États-Unis,Medina,Ohio,USCA - Est,TEC-MA-10000864,Produits technologiques,Machines,Cisco 9971 IP Video Phone Charcoal,1188,9,0.7,-950.4
217,US-2016-146262,1/2/2016,1/9/2016,Tarif normal,VW-21775,Victoria Wilson,Entreprise,États-Unis,Medina,Ohio,USCA - Est,TEC-AC-10000109,Produits technologiques,Accessoires,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.58,2,0.2,4.48
220,US-2016-169397,12/24/2016,12/27/2016,Prioritaire,JB-15925,Joni Blumstein,Grand public,États-Unis,Dublin,Ohio,USCA - Est,OFF-FA-10000585,Fournitures de bureau,Éléments de fixation,OIC Bulk Pack Metal Binder Clips,5.58,2,0.2,1.81
221,US-2016-169397,12/24/2016,12/27/2016,Prioritaire,JB-15925,Joni Blumstein,Grand public,États-Unis,Dublin,Ohio,USCA - Est,OFF-PA-10004000,Fournitures de bureau,Papier,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.7,6,0.2,8.23
222,US-2016-169397,12/24/2016,12/27/2016,Prioritaire,JB-15925,Joni Blumstein,Grand public,États-Unis,Dublin,Ohio,USCA - Est,OFF-BI-10002852,Fournitures de bureau,Classeurs,Ibico Standard Transparent Covers,19.78,4,0.7,-13.84
223,US-2016-169397,12/24/2016,12/27/2016,Prioritaire,JB-15925,Joni Blumstein,Grand public,États-Unis,Dublin,Ohio,USCA - Est,FUR-FU-10000087,Mobilier,Meubles,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.7,4,0.2,19.08
224,US-2016-169397,12/24/2016,12/27/2016,Prioritaire,JB-15925,Joni Blumstein,Grand public,États-Unis,Dublin,Ohio,USCA - Est,TEC-MA-10001148,Produits technologiques,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.99,4,0.7,-383.99
225,US-2016-169397,12/24/2016,12/27/2016,Prioritaire,JB-15925,Joni Blumstein,Grand public,États-Unis,Dublin,Ohio,USCA - Est,OFF-AR-10001958,Fournitures de bureau,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.17,2,0.2,2.72
226,US-2016-163055,8/9/2016,8/16/2016,Tarif normal,DS-13180,David Smith,Entreprise,États-Unis,Detroit,Michigan,USCA - Centre,OFF-AR-10001026,Fournitures de bureau,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0,0.97
227,US-2016-163055,8/9/2016,8/16/2016,Tarif normal,DS-13180,David Smith,Entreprise,États-Unis,Detroit,Michigan,USCA - Centre,FUR-TA-10003748,Mobilier,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0,136.94
228,US-2016-163055,8/9/2016,8/16/2016,Tarif normal,DS-13180,David Smith,Entreprise,États-Unis,Detroit,Michigan,USCA - Centre,OFF-ST-10002485,Fournitures de bureau,Stockage,Rogers Deluxe File Chest,21.98,1,0,0.22
229,US-2016-145436,2/28/2016,3/4/2016,Tarif normal,VD-21670,Valerie Dominguez,Grand public,États-Unis,Columbia,Tennessee,USCA - Sud,FUR-CH-10004860,Mobilier,Chaises,Global Low Back Tilter Chair,161.57,2,0.2,-28.27
230,US-2016-145436,2/28/2016,3/4/2016,Tarif normal,VD-21670,Valerie Dominguez,Grand public,États-Unis,Columbia,Tennessee,USCA - Sud,FUR-CH-10004477,Mobilier,Chaises,"Global Push Button Manager's Chair, Indigo",389.7,8,0.2,43.84
255,US-2016-159982,11/28/2016,12/4/2016,Tarif normal,DR-12880,Dan Reichenbach,Entreprise,États-Unis,Chicago,Illinois,USCA - Centre,FUR-FU-10002505,Mobilier,Meubles,Eldon 100 Class Desk Accessories,12.13,9,0.6,-8.49
256,US-2016-159982,11/28/2016,12/4/2016,Tarif normal,DR-12880,Dan Reichenbach,Entreprise,États-Unis,Chicago,Illinois,USCA - Centre,OFF-ST-10004804,Fournitures de bureau,Stockage,"Belkin 19"" Vented Equipment Shelf, Black",82.37,2,0.2,-19.56
257,US-2016-159982,11/28/2016,12/4/2016,Tarif normal,DR-12880,Dan Reichenbach,Entreprise,États-Unis,Chicago,Illinois,USCA - Centre,OFF-ST-10001590,Fournitures de bureau,Stockage,"Tenex Personal Project File with Scoop Front Design, Black",53.92,5,0.2,4.04
258,US-2016-159982,11/28/2016,12/4/2016,Tarif normal,DR-12880,Dan Reichenbach,Entreprise,États-Unis,Chicago,Illinois,USCA - Centre,TEC-PH-10001580,Produits technologiques,Téléphones,Logitech Mobile Speakerphone P710e - speaker phone,647.9,6,0.2,56.69
266,US-2016-155040,11/10/2016,11/15/2016,Tarif normal,AH-10210,Alan Hwang,Grand public,États-Unis,Brentwood,Californie,USCA - Ouest,TEC-AC-10004469,Produits technologiques,Accessoires,Microsoft Sculpt Comfort Mouse,79.9,2,0,35.16
272,US-2016-155334,4/21/2016,4/22/2016,Prioritaire,HA-14920,Helen Andreada,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,TEC-AC-10003628,Produits technologiques,Accessoires,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,0,92.37
273,US-2016-155334,4/21/2016,4/22/2016,Prioritaire,HA-14920,Helen Andreada,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,FUR-FU-10003274,Mobilier,Meubles,Regeneration Desk Collection,5.28,3,0,2.32
274,US-2016-155334,4/21/2016,4/22/2016,Prioritaire,HA-14920,Helen Andreada,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-BI-10002557,Fournitures de bureau,Classeurs,Presstex Flexible Ring Binders,10.92,3,0.2,4.1
281,US-2016-161991,9/26/2016,9/28/2016,J+2,SC-20725,Steven Cartwright,Grand public,États-Unis,Houston,Texas,USCA - Centre,OFF-BI-10004967,Fournitures de bureau,Classeurs,Round Ring Binders,2.08,5,0.8,-3.43
282,US-2016-161991,9/26/2016,9/28/2016,J+2,SC-20725,Steven Cartwright,Grand public,États-Unis,Houston,Texas,USCA - Centre,TEC-PH-10001760,Produits technologiques,Téléphones,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11
283,US-2016-130890,11/2/2016,11/6/2016,Tarif normal,JO-15280,Jas O'Carroll,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,FUR-TA-10002903,Mobilier,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.94
284,US-2016-130883,9/26/2016,10/2/2016,Tarif normal,TB-21520,Tracy Blumstein,Grand public,États-Unis,Portland,Oregon,USCA - Ouest,OFF-PA-10000474,Fournitures de bureau,Papier,Easy-staple paper,141.76,5,0.2,47.84
285,US-2016-130883,9/26/2016,10/2/2016,Tarif normal,TB-21520,Tracy Blumstein,Grand public,États-Unis,Portland,Oregon,USCA - Ouest,TEC-AC-10001956,Produits technologiques,Accessoires,Microsoft Arc Touch Mouse,239.8,5,0.2,47.96
286,US-2016-130883,9/26/2016,10/2/2016,Tarif normal,TB-21520,Tracy Blumstein,Grand public,États-Unis,Portland,Oregon,USCA - Ouest,OFF-PA-10004100,Fournitures de bureau,Papier,Xerox 216,31.1,6,0.2,10.89
305,US-2016-144253,5/4/2016,5/9/2016,J+2,AS-10225,Alan Schoenberger,Entreprise,États-Unis,New York City,New York,USCA - Est,FUR-FU-10002671,Mobilier,Meubles,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0,12.86
335,US-2016-137946,9/1/2016,9/4/2016,J+2,DB-13615,Doug Bickford,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-BI-10001922,Fournitures de bureau,Classeurs,Storex Dura Pro Binders,4.75,1,0.2,1.6
336,US-2016-137946,9/1/2016,9/4/2016,J+2,DB-13615,Doug Bickford,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,TEC-CO-10001449,Produits technologiques,Photocopieurs,Hewlett Packard LaserJet 3310 Copier,959.98,2,0.2,335.99
337,US-2016-137946,9/1/2016,9/4/2016,J+2,DB-13615,Doug Bickford,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-BI-10004140,Fournitures de bureau,Classeurs,Avery Non-Stick Binders,14.37,4,0.2,4.49
340,US-2016-128167,6/22/2016,6/26/2016,J+2,KL-16645,Ken Lonsdale,Grand public,États-Unis,Layton,Utah,USCA - Ouest,OFF-FA-10000490,Fournitures de bureau,Éléments de fixation,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0,2.33
345,US-2016-120712,12/20/2016,12/24/2016,Tarif normal,CS-12130,Chad Sievert,Grand public,États-Unis,Austin,Texas,USCA - Centre,OFF-ST-10000107,Fournitures de bureau,Stockage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22
379,US-2016-130792,4/28/2016,5/5/2016,Tarif normal,RA-19915,Russell Applegate,Grand public,États-Unis,Houston,Texas,USCA - Centre,OFF-AP-10000696,Fournitures de bureau,Électroménager,Holmes Odor Grabber,8.65,3,0.8,-20.33
380,US-2016-130792,4/28/2016,5/5/2016,Tarif normal,RA-19915,Russell Applegate,Grand public,États-Unis,Houston,Texas,USCA - Centre,OFF-ST-10003327,Fournitures de bureau,Stockage,Akro-Mils 12-Gallon Tote,23.83,3,0.2,2.68
381,US-2016-130792,4/28/2016,5/5/2016,Tarif normal,RA-19915,Russell Applegate,Grand public,États-Unis,Houston,Texas,USCA - Centre,OFF-BI-10000309,Fournitures de bureau,Classeurs,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.18,4,0.8,-18.87
384,US-2016-125395,6/26/2016,6/29/2016,J+2,LA-16780,Laura Armstrong,Entreprise,États-Unis,Taylor,Michigan,USCA - Centre,TEC-AC-10004708,Produits technologiques,Accessoires,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0,8.8
385,US-2016-168935,11/27/2016,12/2/2016,Tarif normal,DO-13435,Denny Ordway,Grand public,États-Unis,Pembroke Pines,Floride,USCA - Sud,FUR-TA-10000617,Mobilier,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.46,3,0.5,-157.01
386,US-2016-168935,11/27/2016,12/2/2016,Tarif normal,DO-13435,Denny Ordway,Grand public,États-Unis,Pembroke Pines,Floride,USCA - Sud,TEC-AC-10002335,Produits technologiques,Accessoires,Logitech Media Keyboard K200,83.98,3,0.2,-1.05
387,US-2016-122756,12/3/2016,12/7/2016,Tarif normal,DK-13225,Dean Katz,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,TEC-MA-10001681,Produits technologiques,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4,0.7,-337.64
388,US-2016-122756,12/3/2016,12/7/2016,Tarif normal,DK-13225,Dean Katz,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,FUR-FU-10001935,Mobilier,Meubles,3M Hangers With Command Adhesive,2.96,1,0.2,0.78
398,US-2016-122259,7/23/2016,7/26/2016,Tarif normal,HP-14815,Harold Pawlan,Bureau à domicile,États-Unis,Jackson,Michigan,USCA - Centre,OFF-SU-10002573,Fournitures de bureau,Fournitures,"Acme 10"" Easy Grip Assistive Scissors",70.12,4,0,21.04
460,US-2016-109638,12/15/2016,12/22/2016,Tarif normal,JH-15985,Joseph Holt,Grand public,États-Unis,Seattle,Washington,USCA - Ouest,OFF-AP-10002472,Fournitures de bureau,Électroménager,3M Office Air Cleaner,103.92,4,0,36.37
461,US-2016-109638,12/15/2016,12/22/2016,Tarif normal,JH-15985,Joseph Holt,Grand public,États-Unis,Seattle,Washington,USCA - Ouest,TEC-AC-10004571,Produits technologiques,Accessoires,Logitech G700s Rechargeable Gaming Mouse,899.91,9,0,377.96
